CustomerID,Gender,Age,Tenure,SubscriptionType,ContractType,MonthlyCharges,TotalCharges,PaymentMethod,LoginFrequency,SupportTickets,LastActiveDate,Churn
CUST100447,Female,61,58,Basic,Month-to-month,34.35,1994.73,Mailed check,7,0.0,2026-07-04,No
CUST101435,Female,28,0,Basic,Month-to-month,15.0,0.0,Credit card,12,0.0,2026-07-19,No
CUST101488,Male,49,67,Basic,Two year,31.23,2070.56,Bank transfer,13,2.0,2026-07-26,No
CUST101610,Male,43,39,Standard,Month-to-month,52.15,2023.28,Mailed check,11,1.0,2026-08-01,No
CUST100744,Male,31,4,Standard,Month-to-month,46.99,182.59,Mailed check,15,1.0,2026-07-26,Yes
CUST101077,Male,50,52,Basic,One year,23.82,1239.49,Mailed check,13,2.0,2026-07-30,No
CUST100572,Male,62,68,Premium,Month-to-month,78.08,5294.93,E-check,17,1.0,2026-08-01,No
CUST100474,Male,28,29,Standard,Two year,65.31,1905.63,Mailed check,17,2.0,2026-07-21,No
CUST100194,Male,49,47,Standard,Month-to-month,74.41,3479.39,Bank transfer,11,1.0,2026-07-29,Yes
CUST101796,Male,30,18,Basic,Two year,25.31,419.25,Mailed check,11,1.0,2026-07-29,Yes
CUST100789,Male,72,42,Basic,Month-to-month,18.32,785.48,Bank transfer,13,0.0,2026-06-26,Yes
CUST101520,Female,56,26,Premium,One year,88.11,2316.31,Credit card,19,0.0,2026-07-31,No
CUST101907,Male,39,51,Premium,Month-to-month,75.16,3849.43,Credit card,19,0.0,2026-07-29,Yes
CUST100375,Female,56,12,Premium,One year,102.18,1215.91,Mailed check,15,1.0,2026-06-08,No
CUST100737,Male,23,53,Basic,Month-to-month,39.39,2054.07,E-check,9,1.0,2026-07-13,No
CUST101793,Male,48,27,Premium,Month-to-month,91.27,2447.53,Bank transfer,16,2.0,2026-07-17,No
CUST100392,Female,61,10,Standard,Month-to-month,56.69,561.54,E-check,12,1.0,2026-07-21,Yes
CUST100869,Female,49,67,Basic,Month-to-month,30.04,2013.62,E-check,5,2.0,2026-06-23,No
CUST100431,Female,69,63,Basic,One year,31.26,1973.19,Bank transfer,8,1.0,2026-07-22,No
CUST100325,Female,46,28,Standard,Month-to-month,57.23,1599.04,E-check,13,3.0,2026-07-12,No
CUST100410,Male,52,20,Basic,Month-to-month,30.04,569.09,Credit card,13,1.0,2026-07-16,No
CUST100868,Male,66,27,Premium,Month-to-month,74.84,2019.5,E-check,9,0.0,2026-07-23,No
CUST100109,Male,73,52,Basic,Month-to-month,29.96,1538.45,E-check,7,3.0,2026-07-05,No
CUST100800,Male,64,8,Basic,Month-to-month,30.77,247.78,Credit card,18,0.0,2026-07-16,Yes
CUST101586,Male,18,19,Premium,One year,91.21,1722.53,E-check,4,4.0,2026-07-11,No
CUST100860,Female,29,20,Basic,Month-to-month,24.29,501.9,Bank transfer,12,0.0,2026-07-15,Yes
CUST100470,Male,64,18,Standard,Month-to-month,49.49,902.71,E-check,15,2.0,2026-07-07,No
CUST101701,Female,74,5,Premium,Month-to-month,76.35,329.75,Bank transfer,11,0.0,2026-07-22,Yes
CUST101539,Male,39,13,Basic,Month-to-month,24.32,325.32,Mailed check,13,2.0,2026-06-08,No
CUST101808,Female,38,51,Standard,Two year,60.86,3109.68,Mailed check,10,1.0,2026-07-02,No
CUST100095,Female,35,21,Basic,Month-to-month,16.14,361.29,Mailed check,9,1.0,2026-07-23,No
CUST100593,Female,68,16,Standard,One year,61.46,956.47,E-check,10,1.0,2026-07-30,No
CUST100861,Male,24,3,Basic,One year,19.49,35.76,Bank transfer,7,1.0,2026-05-16,No
CUST100019,Male,32,4,Standard,One year,55.62,198.7,Credit card,7,0.0,2026-06-30,No
CUST101555,Male,32,36,Basic,Month-to-month,26.03,924.91,Bank transfer,10,1.0,2026-07-31,No
CUST101038,Male,28,28,Basic,Month-to-month,20.75,557.54,Credit card,14,2.0,2026-07-16,No
CUST101867,Male,66,20,Premium,Month-to-month,86.35,1712.22,Unknown,12,0.0,2026-07-20,Yes
CUST101897,Male,68,38,Premium,Two year,96.35,3674.1,Credit card,9,1.0,2026-07-17,No
CUST101266,Male,37,18,Premium,Month-to-month,98.22,1749.42,Unknown,12,0.0,2026-07-23,No
CUST100353,Female,29,50,Basic,Month-to-month,20.19,992.84,Credit card,11,2.0,2026-07-15,No
CUST101832,Female,54,23,Premium,Month-to-month,103.69,2413.41,E-check,12,0.0,2026-07-21,Yes
CUST100372,Female,52,68,Standard,Month-to-month,59.77,4046.5,Credit card,11,2.0,2026-07-23,Yes
CUST101775,Female,38,42,Standard,One year,52.58,2218.58,Credit card,7,0.0,2026-07-30,No
CUST100222,Female,22,12,Basic,Two year,16.03,191.96,Mailed check,13,2.0,2026-06-21,No
CUST101295,Female,26,12,Premium,Two year,83.15,1029.17,Credit card,10,0.0,2026-07-28,No
CUST101210,Male,23,67,Basic,Two year,21.21,1405.01,E-check,9,1.0,2026-06-15,No
CUST101047,Male,24,5,Standard,One year,52.24,257.05,Credit card,14,3.0,2026-08-01,Yes
CUST100698,Female,22,6,Standard,One year,63.11,387.23,E-check,13,0.0,2026-07-12,No
CUST100111,Male,64,35,Standard,Month-to-month,53.21,1873.69,Credit card,11,0.0,2026-06-20,Yes
CUST101862,Male,45,37,Premium,Month-to-month,82.41,3013.11,E-check,13,4.0,2026-06-29,Yes
CUST101697,Male,66,71,Premium,Two year,91.74,6503.99,E-check,14,0.0,2026-07-26,No
CUST101042,Male,30,7,Premium,One year,94.91,639.51,Credit card,11,0.0,2026-06-22,No
CUST101124,Female,47,34,Basic,Month-to-month,26.84,937.41,Credit card,15,0.0,2026-08-01,Yes
CUST100313,Male,23,55,Standard,One year,46.41,2557.05,Bank transfer,17,0.0,2026-05-26,No
CUST100287,Male,47,23,Basic,Month-to-month,22.36,502.68,E-check,7,3.0,2026-07-05,No
CUST100795,Male,67,64,Basic,One year,18.42,1166.67,Credit card,11,1.0,2026-07-06,Yes
CUST101084,Female,19,47,Basic,Month-to-month,34.2,1606.16,E-check,22,3.0,2026-07-03,No
CUST100507,Male,30,15,Basic,Month-to-month,31.3,503.97,Bank transfer,12,1.0,2026-07-17,No
CUST101195,Male,69,54,Standard,One year,51.21,2735.39,E-check,12,4.0,2026-07-25,No
CUST100430,Male,67,26,Premium,Month-to-month,99.3,2568.69,Mailed check,6,1.0,2026-07-28,No
CUST100742,Female,66,45,Standard,Month-to-month,60.45,2670.8,Bank transfer,11,1.0,2026-07-30,Yes
CUST101286,Female,48,47,Basic,Month-to-month,15.0,701.89,Bank transfer,12,1.0,2026-06-23,No
CUST101773,Female,42,61,Basic,One year,35.56,2183.58,Credit card,14,1.0,2026-07-25,No
CUST100269,Male,70,69,Basic,One year,30.22,2095.07,Mailed check,12,0.0,2026-07-19,No
CUST100681,Male,62,52,Premium,Month-to-month,85.74,4433.91,Bank transfer,11,2.0,2026-07-27,No
CUST101389,Male,46,63,Basic,Month-to-month,27.5,1757.51,Bank transfer,7,3.0,2026-07-16,Yes
CUST100017,Female,42,33,Standard,Two year,59.22,1940.3,Bank transfer,18,1.0,2026-07-25,No
CUST100603,Female,38,12,Basic,Month-to-month,15.0,178.45,Credit card,16,1.0,2026-06-28,No
CUST101815,Male,32,0,Standard,Month-to-month,56.91,0.0,E-check,14,2.0,2026-07-20,No
CUST100578,Female,49,64,Standard,Month-to-month,52.94,3427.77,Mailed check,8,3.0,2026-08-01,No
CUST100492,Male,33,62,Basic,Two year,28.94,1811.66,Unknown,9,1.0,2026-07-13,No
CUST101377,Male,38,43,Standard,One year,44.03,1855.21,Mailed check,10,0.0,2026-06-29,No
CUST101809,Female,21,57,Basic,Month-to-month,20.89,1164.34,E-check,16,1.0,2026-07-05,No
CUST100845,Male,35,67,Premium,Month-to-month,85.91,5739.05,Credit card,8,4.0,2026-06-25,Yes
CUST101752,Female,53,51,Basic,Two year,20.75,1038.77,Mailed check,13,2.0,2026-06-17,Yes
CUST101128,Female,29,3,Standard,Month-to-month,54.59,203.77,Bank transfer,16,2.0,2026-07-16,No
CUST100054,Male,56,65,Standard,One year,53.4,3464.82,E-check,10,1.0,2026-07-29,No
CUST100263,Male,65,9,Premium,One year,80.32,715.17,Mailed check,15,0.0,2026-07-06,Yes
CUST100101,Female,69,27,Basic,Two year,26.6,717.99,E-check,9,4.0,2026-06-09,No
CUST100275,Female,22,39,Standard,One year,38.96,1529.22,Mailed check,14,2.0,2026-07-31,No
CUST101866,Female,39,24,Premium,One year,103.42,2490.05,Credit card,10,1.0,2026-07-29,Yes
CUST101302,Male,50,48,Premium,One year,94.41,4490.54,Credit card,12,0.0,2026-07-14,No
CUST100249,Male,57,67,Basic,Month-to-month,23.22,1528.94,Mailed check,17,2.0,2026-07-26,No
CUST100833,Female,48,0,Standard,Two year,57.97,3.13,Bank transfer,8,1.0,2026-07-31,No
CUST101929,Male,50,5,Basic,Month-to-month,28.81,147.25,Credit card,13,1.0,2026-07-01,No
CUST101805,Male,35,35,Standard,One year,51.2,1791.58,Credit card,9,3.0,2026-07-03,Yes
CUST101360,Female,69,29,Standard,Two year,45.68,1383.06,E-check,8,1.0,2026-07-22,Yes
CUST100344,Male,35,29,Standard,One year,59.95,1731.0,Mailed check,7,1.0,2026-07-29,No
CUST100640,Female,52,69,Standard,Month-to-month,48.01,3307.33,E-check,5,1.0,2026-07-27,No
CUST100377,Male,72,52,Basic,Two year,36.99,1943.39,E-check,11,3.0,2026-06-24,No
CUST101405,Female,40,9,Premium,Month-to-month,92.6,808.9,E-check,10,3.0,2026-08-01,Yes
CUST100423,Male,34,51,Premium,Month-to-month,85.86,4393.72,Credit card,12,1.0,2026-06-23,No
CUST100060,Male,61,19,Premium,Month-to-month,74.73,1391.53,Bank transfer,11,2.0,2026-08-01,Yes
CUST101920,Male,45,7,Basic,Month-to-month,22.82,171.01,Unknown,11,1.0,2026-07-31,No
CUST100756,Female,74,5,Standard,One year,54.77,243.02,Mailed check,7,2.0,2026-07-28,No
CUST100984,Female,72,48,Standard,Month-to-month,61.4,2928.7,E-check,6,1.0,2026-07-26,No
CUST100210,Male,45,8,Basic,One year,23.29,207.49,E-check,12,1.0,2026-07-20,Yes
CUST100281,Female,40,54,Standard,Month-to-month,60.66,3274.25,Mailed check,12,0.0,2026-07-30,Yes
CUST101665,Female,21,62,Basic,One year,23.91,1474.83,E-check,18,1.0,2026-06-26,No
CUST100649,Male,31,56,Basic,One year,15.0,835.63,Credit card,9,2.0,2026-07-25,No
CUST101120,Female,74,16,Standard,Month-to-month,40.5,634.79,Credit card,22,4.0,2026-05-10,No
CUST101624,Female,48,35,Basic,Two year,29.04,1026.15,E-check,14,1.0,2026-06-08,No
CUST101236,Male,31,21,Standard,Month-to-month,58.64,1239.97,Credit card,12,1.0,2026-07-28,No
CUST100983,Male,30,5,Basic,Month-to-month,25.44,155.46,Credit card,12,0.0,2026-07-28,No
CUST101192,Male,32,53,Basic,Month-to-month,38.84,2052.46,Credit card,14,3.0,2026-06-13,No
CUST100899,Male,65,39,Basic,Month-to-month,30.94,1217.47,Bank transfer,9,0.0,2026-07-29,No
CUST100324,Female,54,18,Standard,Two year,71.69,1291.33,E-check,12,3.0,2026-07-29,Yes
CUST101106,Male,52,67,Standard,Month-to-month,55.58,3743.53,Mailed check,14,1.0,2026-04-12,No
CUST101698,Male,45,71,Standard,One year,47.98,3386.47,Credit card,7,0.0,2026-06-30,Yes
CUST100028,Female,24,46,Basic,Month-to-month,42.95,1983.02,Mailed check,10,2.0,2026-07-04,No
CUST100832,Male,30,64,Standard,Two year,61.27,3912.18,Mailed check,13,3.0,2026-07-23,No
CUST101028,Male,38,38,Standard,Month-to-month,57.74,2169.47,E-check,12,0.0,2026-04-26,No
CUST101484,Male,70,2,Premium,Month-to-month,85.26,139.86,E-check,21,1.0,2026-08-01,Yes
CUST101002,Male,43,71,Basic,Month-to-month,20.86,1470.27,E-check,13,1.0,2026-06-27,Yes
CUST101789,Female,27,48,Premium,One year,78.26,3761.85,Mailed check,15,0.0,2026-07-22,No
CUST100224,Female,51,10,Standard,Month-to-month,44.72,482.37,Bank transfer,12,1.0,2026-07-22,No
CUST101842,Female,36,26,Basic,One year,24.16,611.05,Mailed check,8,2.0,2026-07-21,No
CUST101182,Female,69,36,Basic,One year,25.29,916.13,Mailed check,10,2.0,2026-07-11,Yes
CUST100838,Female,55,58,Premium,Month-to-month,90.7,5241.46,E-check,16,2.0,2026-06-26,No
CUST101409,Female,22,49,Basic,One year,15.0,738.87,E-check,8,1.0,2026-07-12,No
CUST100933,Male,31,33,Standard,Month-to-month,54.31,1784.5,Mailed check,12,0.0,2026-07-30,No
CUST100872,Female,61,0,Standard,Month-to-month,52.34,0.0,E-check,9,2.0,2026-07-18,Yes
CUST101481,Male,19,31,Standard,Month-to-month,37.45,1153.07,Mailed check,11,0.0,2026-07-25,No
CUST101102,Female,61,24,Premium,Two year,88.62,2130.31,Mailed check,9,0.0,2026-07-31,No
CUST101965,Male,23,34,Basic,Two year,23.99,812.06,Mailed check,12,1.0,2026-07-24,No
CUST100619,Male,70,46,Standard,Month-to-month,60.36,2790.56,Bank transfer,6,0.0,2026-07-26,No
CUST101466,Female,66,34,Basic,Month-to-month,17.23,567.91,Bank transfer,16,2.0,2026-07-16,No
CUST101094,Female,20,52,Standard,Month-to-month,73.59,3801.55,Mailed check,12,1.0,2026-07-30,No
CUST100151,Male,41,46,Basic,One year,23.09,1071.83,E-check,7,1.0,2026-07-01,No
CUST100215,Male,51,20,Basic,Month-to-month,25.68,505.34,Mailed check,15,2.0,2026-07-28,No
CUST100098,Female,52,2,Standard,One year,44.88,116.24,Bank transfer,8,1.0,2026-07-15,No
CUST100768,Female,62,10,Basic,Two year,19.91,190.18,E-check,11,1.0,2026-05-12,Yes
CUST101499,Male,42,23,Basic,Month-to-month,23.58,548.13,Bank transfer,13,3.0,2026-07-11,No
CUST101764,Male,23,11,Basic,One year,21.04,227.69,Credit card,15,0.0,2026-07-24,No
CUST100810,Male,18,47,Basic,Month-to-month,32.48,1534.5,Mailed check,13,0.0,2026-07-12,No
CUST101480,Male,57,48,Basic,Month-to-month,22.9,1111.32,E-check,12,1.0,2026-07-16,No
CUST100012,Male,33,24,Standard,Month-to-month,51.68,1252.21,E-check,21,1.0,2026-07-18,No
CUST101594,Female,42,18,Standard,Month-to-month,64.17,1135.65,Mailed check,8,1.0,2026-07-23,No
CUST101397,Male,72,53,Premium,One year,110.33,5833.86,Mailed check,13,1.0,2026-07-24,No
CUST100167,Male,27,3,Premium,Two year,99.29,296.94,Mailed check,11,0.0,2026-08-01,Yes
CUST100643,Male,53,27,Premium,Month-to-month,81.03,2174.65,Credit card,16,1.0,2026-07-30,Yes
CUST101098,Female,39,47,Basic,Month-to-month,15.0,676.64,E-check,12,1.0,2026-07-30,No
CUST100188,Male,52,7,Premium,Month-to-month,91.61,630.15,Credit card,14,0.0,2026-07-24,Yes
CUST101088,Female,49,1,Standard,Month-to-month,42.07,33.43,Mailed check,14,3.0,2026-05-24,Yes
CUST100043,Female,67,22,Premium,Month-to-month,85.94,1919.77,E-check,14,1.0,2026-06-27,Yes
CUST101989,Male,47,15,Basic,Two year,24.11,368.69,E-check,10,1.0,2026-07-28,Yes
CUST100009,Female,40,58,Standard,One year,51.01,2957.88,E-check,13,3.0,2026-07-27,No
CUST101348,Female,38,19,Standard,Month-to-month,59.93,1120.66,Mailed check,11,2.0,2026-07-29,No
CUST100147,Male,23,34,Standard,One year,59.22,2009.55,Bank transfer,12,0.0,2026-07-02,No
CUST101592,Female,51,41,Standard,Month-to-month,49.08,2007.41,Mailed check,10,1.0,2026-07-21,No
CUST100013,Male,23,2,Standard,Month-to-month,48.28,90.9,Bank transfer,12,5.0,2026-07-04,Yes
CUST100389,Male,44,62,Standard,Month-to-month,58.65,3608.76,Bank transfer,14,0.0,2026-07-12,No
CUST101285,Female,67,47,Basic,Two year,28.0,1306.85,E-check,7,1.0,2026-07-04,No
CUST101670,Female,35,47,Basic,Month-to-month,26.58,1264.82,Credit card,11,1.0,2026-07-29,Yes
CUST100674,Female,54,59,Standard,One year,51.63,3044.87,Mailed check,6,0.0,2026-06-16,Yes
CUST100978,Female,61,33,Premium,One year,85.53,2808.47,Credit card,13,1.0,2026-07-10,No
CUST101206,Male,41,34,Basic,One year,42.34,1434.99,Credit card,14,2.0,2026-07-27,No
CUST101522,Male,29,53,Basic,Month-to-month,28.12,1488.17,Credit card,11,0.0,2026-07-21,No
CUST100975,Female,24,57,Basic,One year,33.76,1901.72,E-check,20,0.0,2026-07-09,No
CUST101269,Female,23,23,Basic,One year,15.0,350.63,Credit card,9,0.0,2026-07-18,Yes
CUST100594,Female,52,57,Standard,Two year,55.93,3193.19,Credit card,10,1.0,2026-07-26,No
CUST101331,Female,44,45,Basic,Month-to-month,45.27,2082.74,E-check,13,2.0,2026-06-04,Yes
CUST100717,Female,73,31,Standard,Two year,52.08,1609.46,E-check,8,1.0,2026-05-31,Yes
CUST101390,Female,50,35,Basic,Two year,15.0,530.9,E-check,12,3.0,2026-06-14,Yes
CUST101385,Female,58,16,Basic,Month-to-month,32.75,518.87,Bank transfer,13,0.0,2026-07-18,No
CUST101800,Male,62,37,Standard,Month-to-month,45.17,1664.97,Mailed check,15,0.0,2026-07-30,Yes
CUST101580,Female,33,52,Basic,Month-to-month,31.78,1652.87,Bank transfer,10,0.0,2026-08-01,Yes
CUST101759,Male,52,0,Standard,Month-to-month,59.23,0.0,Bank transfer,11,0.0,2026-07-13,No
CUST100463,Male,34,23,Standard,Month-to-month,64.45,1455.72,Bank transfer,13,3.0,2026-07-14,No
CUST101118,Male,48,47,Standard,One year,55.8,2633.25,Bank transfer,15,0.0,2026-07-06,No
CUST101227,Female,35,35,Standard,Two year,67.29,2362.21,Credit card,15,1.0,2026-06-14,Yes
CUST100540,Male,25,22,Premium,Month-to-month,101.12,2222.53,Credit card,16,0.0,2026-07-01,No
CUST100025,Female,49,43,Standard,Month-to-month,71.68,3058.39,Credit card,14,0.0,2026-06-27,No
CUST100630,Male,68,55,Standard,One year,59.26,3251.17,Mailed check,15,1.0,2026-07-13,No
CUST101463,Male,32,30,Premium,Month-to-month,87.77,2654.26,Bank transfer,12,1.0,2026-07-15,Yes
CUST101346,Male,67,65,Premium,Month-to-month,78.88,5093.37,Bank transfer,14,1.0,2026-07-28,No
CUST100848,Male,40,55,Basic,Two year,31.11,1710.19,Mailed check,9,0.0,2026-07-13,No
CUST100115,Female,42,63,Basic,Month-to-month,33.7,2117.49,E-check,10,2.0,2026-07-29,No
CUST100024,Female,64,59,Standard,One year,61.96,3663.9,Mailed check,11,3.0,2026-08-01,No
CUST100370,Female,21,21,Basic,Month-to-month,20.06,404.37,E-check,17,1.0,2026-07-18,No
CUST100586,Female,54,50,Basic,Month-to-month,15.0,726.64,Mailed check,10,2.0,2026-07-12,No
CUST100096,Female,49,47,Standard,Month-to-month,40.0,1891.44,Credit card,14,3.0,2026-07-14,No
CUST100565,Female,42,25,Basic,Two year,28.91,724.02,Credit card,13,1.0,2026-08-01,No
CUST100972,Male,37,17,Basic,One year,24.77,400.03,Mailed check,12,0.0,2026-07-18,Yes
CUST101453,Male,49,1,Premium,Month-to-month,86.6,49.25,Mailed check,12,1.0,2026-07-09,Yes
CUST100099,Male,56,41,Premium,One year,90.45,3702.61,Mailed check,14,1.0,2026-05-05,Yes
CUST101513,Male,66,37,Standard,Month-to-month,57.56,2103.95,E-check,13,0.0,2026-06-12,No
CUST101500,Male,57,10,Standard,Month-to-month,47.02,466.16,Bank transfer,14,1.0,2026-07-16,No
CUST101927,Male,25,37,Standard,Month-to-month,56.84,2115.5,Mailed check,16,1.0,2026-07-29,No
CUST100357,Female,50,14,Standard,Two year,48.45,685.46,E-check,14,2.0,2026-07-30,No
CUST101351,Female,54,2,Standard,Month-to-month,61.4,95.42,Bank transfer,10,2.0,2026-07-17,No
CUST100817,Male,22,8,Basic,Two year,22.27,179.79,Credit card,13,2.0,2026-08-01,No
CUST101623,Female,68,12,Basic,One year,33.42,373.68,Bank transfer,17,1.0,2026-08-01,No
CUST101146,Male,73,33,Basic,Two year,25.31,834.17,Credit card,18,1.0,2026-08-01,No
CUST101747,Male,37,54,Standard,Two year,40.81,2178.5,Bank transfer,9,2.0,2026-06-12,No
CUST101806,Female,60,57,Premium,Month-to-month,82.47,4729.93,E-check,10,0.0,2026-06-12,No
CUST101587,Male,21,52,Premium,One year,74.23,3845.12,E-check,14,4.0,2026-07-19,Yes
CUST101716,Female,28,12,Standard,Month-to-month,35.59,433.19,Credit card,10,1.0,2026-05-30,No
CUST101226,Male,37,4,Basic,Month-to-month,18.98,77.14,E-check,10,3.0,2026-07-21,Yes
CUST100270,Female,59,26,Basic,Month-to-month,31.67,841.25,Bank transfer,15,0.0,2026-05-25,No
CUST100118,Female,22,13,Basic,Month-to-month,33.77,420.49,E-check,10,1.0,2026-07-27,No
CUST100117,Female,37,51,Standard,Month-to-month,39.55,2044.47,Mailed check,10,1.0,2026-07-16,No
CUST101914,Female,69,62,Standard,Month-to-month,41.92,2607.98,Bank transfer,7,1.0,2026-07-23,No
CUST100556,Female,59,62,Standard,Month-to-month,53.88,3326.71,Mailed check,6,1.0,2026-07-07,Yes
CUST100684,Male,48,46,Premium,Month-to-month,104.38,4830.7,E-check,10,3.0,2026-06-23,Yes
CUST101241,Female,63,29,Basic,Month-to-month,20.63,622.94,E-check,12,0.0,2026-07-14,Yes
CUST100506,Female,58,60,Basic,One year,15.0,879.86,Mailed check,13,1.0,2026-07-31,No
CUST101702,Male,71,31,Standard,Month-to-month,57.97,1822.16,Mailed check,15,1.0,2026-05-28,No
CUST100164,Female,68,19,Standard,One year,38.72,730.14,Mailed check,10,2.0,2026-06-21,No
CUST100740,Male,22,46,Standard,Month-to-month,60.13,2781.13,Mailed check,10,0.0,2026-07-23,No
CUST101493,Female,32,65,Standard,Month-to-month,62.69,4073.28,Bank transfer,8,2.0,2026-07-14,No
CUST101802,Male,73,67,Basic,Month-to-month,34.94,2327.28,Bank transfer,9,0.0,2026-07-14,Yes
CUST100465,Male,38,55,Standard,Month-to-month,39.8,2205.57,Bank transfer,12,3.0,2026-07-20,No
CUST101157,Male,56,37,Standard,Month-to-month,57.47,2126.31,Credit card,11,3.0,2026-05-20,Yes
CUST101233,Male,50,5,Basic,Month-to-month,24.68,102.0,Credit card,13,0.0,2026-06-06,No
CUST100142,Female,21,43,Premium,Month-to-month,95.79,4122.17,E-check,11,0.0,2026-07-24,No
CUST100113,Female,27,29,Standard,Month-to-month,62.03,1799.54,Credit card,4,1.0,2026-07-24,Yes
CUST101072,Female,50,53,Standard,Month-to-month,53.98,2863.44,Mailed check,16,1.0,2026-07-31,No
CUST101384,Male,26,57,Standard,Month-to-month,54.51,3131.92,Bank transfer,10,1.0,2026-07-23,No
CUST100378,Female,46,50,Standard,Month-to-month,59.5,2982.38,Bank transfer,13,3.0,2026-06-23,Yes
CUST100063,Male,20,62,Basic,Two year,15.0,915.13,E-check,5,0.0,2026-07-29,No
CUST100488,Male,74,0,Basic,Two year,25.18,0.0,Mailed check,12,2.0,2026-07-24,No
CUST100637,Male,38,17,Basic,Two year,17.25,280.06,Mailed check,11,1.0,2026-07-15,Yes
CUST100186,Female,66,5,Premium,Month-to-month,85.46,440.62,E-check,10,0.0,2026-07-26,No
CUST101345,Male,43,44,Standard,Two year,56.69,2510.56,E-check,15,2.0,2026-07-28,No
CUST101275,Female,36,18,Basic,Month-to-month,29.96,548.23,E-check,12,2.0,2026-07-23,Yes
CUST100635,Female,35,6,Standard,Two year,47.9,311.79,Mailed check,10,1.0,2026-07-30,No
CUST100294,Female,30,44,Premium,Month-to-month,98.72,4353.78,Mailed check,10,1.0,2026-07-03,Yes
CUST100875,Male,28,26,Basic,Two year,26.28,699.93,E-check,13,3.0,2026-07-21,Yes
CUST100453,Female,74,21,Basic,Month-to-month,16.55,322.76,Mailed check,12,2.0,2026-06-16,Yes
CUST100286,Male,70,22,Basic,Two year,38.49,853.58,Mailed check,9,1.0,2026-07-30,No
CUST101873,Female,51,20,Premium,Month-to-month,83.17,1652.82,E-check,6,0.0,2026-07-19,Yes
CUST101966,Male,29,34,Standard,Month-to-month,64.36,2178.57,Bank transfer,13,1.0,2026-07-31,No
CUST100300,Male,30,66,Standard,Month-to-month,43.89,2877.31,Bank transfer,8,2.0,2026-07-13,Yes
CUST100841,Female,55,64,Basic,Two year,15.0,957.92,Bank transfer,14,0.0,2026-07-29,No
CUST100315,Female,47,36,Basic,Month-to-month,25.59,940.56,E-check,12,2.0,2026-07-27,No
CUST100895,Female,42,53,Basic,One year,20.55,1080.97,Mailed check,14,2.0,2026-07-29,No
CUST100707,Female,45,28,Standard,Month-to-month,48.51,1329.46,Mailed check,13,0.0,2026-06-30,Yes
CUST100359,Male,64,41,Standard,Two year,47.36,1937.66,Mailed check,15,0.0,2026-07-24,No
CUST100130,Female,54,47,Basic,Two year,21.28,977.09,Bank transfer,11,3.0,2026-07-31,No
CUST101137,Female,62,39,Standard,Month-to-month,61.31,2390.49,Bank transfer,18,3.0,2026-06-22,No
CUST100728,Male,19,10,Basic,Month-to-month,25.09,262.22,Credit card,12,0.0,2026-07-29,No
CUST100189,Female,67,64,Basic,Two year,25.79,1641.23,Credit card,16,2.0,2026-07-25,No
CUST100027,Female,33,65,Standard,Month-to-month,57.6,3766.64,E-check,15,2.0,2026-07-10,No
CUST101567,Female,71,28,Standard,One year,52.97,1495.09,Bank transfer,11,0.0,2026-07-26,No
CUST101923,Male,19,16,Basic,Month-to-month,33.11,508.3,Credit card,7,0.0,2026-04-24,Yes
CUST100918,Female,33,50,Standard,Month-to-month,45.99,2292.28,E-check,12,5.0,2026-07-17,Yes
CUST100746,Male,59,53,Standard,One year,50.74,2717.76,Credit card,9,4.0,2026-07-22,Yes
CUST101228,Female,27,48,Premium,Month-to-month,87.82,4226.17,Mailed check,12,0.0,2026-07-30,Yes
CUST100947,Female,53,65,Basic,One year,16.49,1094.27,Mailed check,6,3.0,2026-07-04,No
CUST100757,Male,56,37,Standard,Month-to-month,43.63,1626.71,Credit card,10,3.0,2026-07-21,Yes
CUST100738,Male,54,59,Premium,One year,87.23,5149.07,Mailed check,5,2.0,2026-07-29,No
CUST101571,Female,47,15,Basic,Month-to-month,25.81,398.51,Credit card,7,1.0,2026-07-01,Yes
CUST101171,Male,62,53,Basic,Two year,25.45,1376.67,E-check,9,0.0,2026-07-31,No
CUST100266,Female,60,38,Standard,Month-to-month,55.02,2067.16,Bank transfer,11,1.0,2026-07-30,No
CUST101223,Male,52,45,Basic,Month-to-month,16.62,755.91,Credit card,11,4.0,2026-07-21,No
CUST101504,Male,39,62,Standard,Month-to-month,52.84,3243.4,Mailed check,8,3.0,2026-07-05,Yes
CUST100075,Female,21,45,Premium,Month-to-month,102.87,4632.64,Credit card,7,0.0,2026-07-16,No
CUST101443,Male,60,59,Basic,Month-to-month,36.03,2122.31,Bank transfer,8,2.0,2026-07-22,No
CUST101308,Male,54,24,Basic,One year,36.55,858.3,E-check,6,1.0,2026-06-13,No
CUST101707,Female,21,58,Premium,Month-to-month,96.57,5581.8,Credit card,11,1.0,2026-08-01,No
CUST100948,Female,47,14,Standard,Month-to-month,57.36,806.52,Bank transfer,11,1.0,2026-07-12,No
CUST101194,Female,54,0,Standard,Month-to-month,58.22,0.0,Credit card,12,2.0,2026-08-01,Yes
CUST101277,Male,68,39,Standard,Month-to-month,48.74,1902.34,Credit card,9,2.0,2026-07-23,Yes
CUST101316,Female,67,27,Basic,One year,31.3,880.46,Mailed check,13,0.0,2026-08-01,No
CUST101333,Female,71,56,Basic,Month-to-month,23.23,1287.85,E-check,7,1.0,2026-07-10,No
